listing_id,Space Word Count,Description Word Count,host_response_rate,host_acceptance_rate,host_is_superhost,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month,Aggregate_sentiment_NY_reviews.Average Sentiment
189787,164,164,N/A,86%,f,t,Entire home/apt,2,1,1,1,Real Bed,99,0,103,93,10,9,10,10,9,9,f,f,strict_14_with_grace_period,t,t,0.96,0.38398534
190267,142,142,100%,43%,f,t,Entire home/apt,2,1,1,1,Real Bed,169,351,40,98,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.37,0.329203584
190542,185,186,N/A,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,160,365,47,99,10,10,10,10,10,10,f,f,moderate,f,f,0.44,0.383748972
190968,128,164,N/A,63%,f,t,Entire home/apt,2,1,1,1,Real Bed,215,177,37,95,10,9,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.35,0.420541656
190974,168,172,100%,72%,f,t,Entire home/apt,3,1,1,2,Real Bed,130,357,203,93,10,9,10,10,10,9,f,f,moderate,t,t,2.03,0.374873512
191075,169,172,N/A,71%,f,t,Private room,2,1,1,1,Real Bed,110,365,88,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.82,0.423446183
193105,175,172,100%,100%,t,t,Private room,1,1,1,1,Real Bed,139,180,47,97,10,10,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.44,0.332331577
193333,168,170,100%,0%,t,t,Private room,2,1,1,1,Real Bed,55,180,53,88,9,7,9,9,10,9,f,f,strict_14_with_grace_period,f,f,0.5,0.394311278
193853,167,168,N/A,N/A,f,t,Entire home/apt,2,1,0,1,Real Bed,149,0,23,96,10,10,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.24,0.354294231
195123,164,172,N/A,63%,f,t,Private room,2,1.5,1,1,Real Bed,50,365,232,92,9,8,10,10,10,9,f,f,strict_14_with_grace_period,t,t,2.16,0.367627033
195233,190,198,100%,98%,f,t,Private room,3,1,1,1,Real Bed,43,52,539,99,9,10,9,9,10,9,f,f,strict_14_with_grace_period,f,f,7.51,0.429242586
195240,196,184,100%,98%,f,t,Private room,3,1,1,1,Real Bed,42,94,81,93,9,9,9,9,9,9,f,f,flexible,f,f,0.84,0.385903109
195578,102,174,N/A,64%,f,t,Private room,3,0,2,2,Real Bed,85,0,47,94,9,9,9,10,9,9,f,f,moderate,f,f,0.8,0.414074593
195989,162,181,N/A,84%,t,t,Private room,2,1,1,1,Real Bed,105,244,232,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.18,0.393810512
196010,170,170,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,265,0,15,100,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,t,0.14,0.330628419
197753,145,166,100%,98%,t,t,Private room,3,1,1,1,Real Bed,68,315,320,95,10,9,10,10,9,10,f,f,moderate,f,f,3.68,0.346180887
197931,27,170,N/A,67%,f,t,Entire home/apt,2,1,1,1,Real Bed,175,121,94,95,10,9,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.88,0.385275738
197942,178,174,100%,94%,t,t,Entire home/apt,4,1,2,2,Real Bed,99,342,226,96,10,10,10,10,10,10,f,f,flexible,t,t,2.13,0.340170222
198028,118,180,100%,0%,f,t,Shared room,1,1,1,2,Real Bed,50,359,16,97,9,10,10,10,10,10,f,f,flexible,t,t,0.15,0.485370761
199312,197,195,100%,94%,f,t,Private room,2,1,1,1,Futon,100,337,288,97,10,9,10,10,10,9,t,f,strict_14_with_grace_period,f,f,2.69,0.420165994
200955,157,160,100%,33%,f,t,Entire home/apt,2,1,1,1,Real Bed,125,364,26,91,9,8,10,10,10,9,f,f,strict_14_with_grace_period,f,t,0.24,0.362136718
201173,123,185,N/A,100%,f,t,Entire home/apt,2,1,1,2,Real Bed,100,37,31,95,9,9,10,10,9,9,f,f,strict_14_with_grace_period,t,t,0.32,0.401587012
201992,148,165,N/A,0%,f,t,Entire home/apt,4,1,1,2,Real Bed,190,312,106,97,10,10,10,10,10,10,f,f,moderate,f,f,1.39,0.412854565
202273,179,180,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,67,0,72,88,9,9,9,10,8,9,f,f,strict_14_with_grace_period,t,t,0.68,0.301783854
203901,138,157,N/A,N/A,f,t,Entire home/apt,4,1,1,1,Real Bed,190,0,8,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.07,0.409650949
204065,174,167,100%,93%,t,t,Entire home/apt,6,1,1,4,Real Bed,248,365,66,90,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.62,0.421316997
204833,178,171,N/A,14%,f,t,Private room,2,1,1,1,Real Bed,100,159,9,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.09,0.362984822
205043,185,177,100%,69%,t,t,Private room,4,1,1,1,Real Bed,150,167,366,96,9,9,9,10,10,9,f,f,strict_14_with_grace_period,f,f,6.37,0.45056515
205485,148,156,N/A,100%,f,t,Entire home/apt,3,1,1,2,Real Bed,145,359,135,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,1.27,0.339920584
205735,165,172,50%,80%,t,t,Private room,1,1,1,1,Airbed,41,44,66,96,10,9,10,10,9,10,f,f,moderate,f,t,0.63,0.332661202
205867,134,134,100%,84%,f,t,Entire home/apt,3,1,1,0,Real Bed,120,347,100,94,10,9,10,10,9,9,f,f,moderate,f,f,1.01,0.393126397
206316,92,92,N/A,N/A,f,t,Entire home/apt,2,1,0,2,Real Bed,157,0,4,95,10,10,10,10,10,10,f,f,moderate,f,f,0.12,0.515243056
206473,75,139,100%,53%,f,t,Entire home/apt,4,1.5,2,3,Real Bed,175,125,7,90,8,9,10,10,10,9,f,f,flexible,f,f,0.09,0.309059343
206772,110,163,0%,23%,f,t,Entire home/apt,2,1,1,1,Real Bed,195,349,37,97,10,10,10,10,9,10,f,f,strict_14_with_grace_period,t,f,0.36,0.442771815
206957,179,179,75%,12%,f,t,Entire home/apt,4,1,1,2,Real Bed,70,74,129,92,9,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,1.21,0.347455006
208122,168,168,N/A,60%,f,t,Entire home/apt,2,1,0,1,Real Bed,125,0,34,94,10,8,10,9,9,9,f,f,strict_14_with_grace_period,f,f,0.32,0.348265531
200645,45,45,N/A,N/A,f,t,Shared room,1,1,1,1,Real Bed,90,0,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,flexible,f,f,0.88,0.37
208148,141,141,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,185,0,14,96,9,10,10,10,10,10,f,f,flexible,f,f,0.13,0.399419738
208889,170,170,100%,97%,f,t,Entire home/apt,4,1,2,2,Real Bed,145,109,52,91,10,8,10,10,9,9,t,f,strict_14_with_grace_period,f,f,0.49,0.35884094
209310,167,161,100%,95%,t,t,Private room,2,1,1,1,Real Bed,50,250,281,98,10,10,10,10,10,10,f,f,moderate,f,f,2.8,0.390048161
211078,165,165,100%,90%,t,t,Entire home/apt,4,1,1,1,Real Bed,185,220,228,97,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,t,2.14,0.415925529
211152,169,168,93%,94%,t,t,Entire home/apt,3,1,1,1,Real Bed,150,0,17,98,10,10,10,10,10,9,t,f,strict_14_with_grace_period,t,f,0.16,0.405579121
211974,180,182,N/A,80%,f,t,Entire home/apt,2,1,1,1,Real Bed,250,89,72,95,10,9,10,10,10,9,f,f,moderate,f,f,0.68,0.436632691
212109,107,149,N/A,40%,f,t,Private room,1,1,2,2,Real Bed,80,363,10,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.18,0.484526405
212178,23,190,N/A,78%,t,t,Entire home/apt,2,1,1,1,Real Bed,230,183,201,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,1.89,0.396943923
212544,173,162,N/A,N/A,f,t,Entire home/apt,3,1.5,1,1,Real Bed,100,0,9,93,9,9,10,10,8,9,f,f,flexible,f,t,0.09,0.430232971
214917,115,181,100%,N/A,f,t,Entire home/apt,3,1,1,2,Real Bed,80,101,2,100,10,10,8,8,10,10,f,f,flexible,f,f,0.04,0.025
215560,157,157,100%,94%,t,t,Private room,2,1,1,1,Real Bed,79,280,175,95,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,f,1.64,0.34728235
215784,169,167,100%,81%,f,f,Entire home/apt,4,1,0,2,Real Bed,200,0,29,90,9,9,10,9,10,9,t,f,strict_14_with_grace_period,f,f,0.27,0.348922743
216080,122,168,100%,100%,t,t,Private room,2,1,1,1,Real Bed,125,292,68,97,10,10,10,10,10,9,t,f,flexible,f,f,0.64,0.416839173
217580,153,150,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,100,340,7,91,9,9,9,10,9,9,f,f,moderate,f,f,0.07,0.385837327
218358,84,168,N/A,75%,t,t,Private room,1,1,1,1,Real Bed,80,277,22,93,10,8,10,10,10,10,f,f,flexible,f,f,0.34,0.377208405
219066,99,99,0%,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,110,333,28,97,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.27,0.3293389
219922,179,174,100%,57%,f,t,Private room,1,1,1,2,Real Bed,100,68,37,95,10,9,10,10,9,9,f,f,strict_14_with_grace_period,t,t,0.38,0.335264049
220563,179,179,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,75,0,59,94,9,9,9,10,8,9,f,f,strict_14_with_grace_period,t,t,0.55,0.339298683
220946,177,167,N/A,95%,f,t,Entire home/apt,2,1,1,1,Real Bed,146,267,154,91,9,9,9,9,9,8,f,f,moderate,f,t,1.46,0.3428798
221097,158,152,70%,33%,f,t,Entire home/apt,3,1,1,1,Real Bed,102,281,22,100,10,10,10,10,10,10,f,f,moderate,f,f,0.21,0.425669197
222304,52,58,N/A,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,199,19,34,96,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.32,0.383782884
222913,183,183,N/A,100%,f,t,Entire home/apt,5,1,2,2,Real Bed,127,335,223,93,10,9,10,10,9,9,t,f,flexible,f,f,2.15,0.356993916
223930,82,147,N/A,33%,f,t,Entire home/apt,2,1,1,0,Real Bed,150,363,24,95,10,10,10,10,10,9,f,f,moderate,f,f,0.23,0.333321566
224004,167,175,N/A,79%,f,t,Private room,2,1,1,1,Real Bed,69,0,68,92,9,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.65,0.389171966
224510,178,178,N/A,50%,f,t,Entire home/apt,2,0,1,0,Real Bed,230,0,19,98,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.2,0.396372214
225297,85,159,N/A,67%,f,f,Entire home/apt,2,1,0,2,Futon,95,0,5,96,9,8,9,9,10,9,f,f,moderate,f,f,0.05,0.405466667
225306,158,158,100%,94%,t,t,Private room,2,1,1,1,Real Bed,79,280,137,97,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,1.29,0.351346338
225354,84,92,100%,13%,f,t,Entire home/apt,2,1,1,1,Real Bed,150,363,11,96,10,9,10,9,10,9,f,f,flexible,f,f,0.1,0.483661631
225926,188,186,70%,81%,t,t,Private room,2,1,1,1,Real Bed,191,361,185,98,10,10,10,10,10,10,f,f,flexible,t,t,1.74,0.441981173
225976,176,174,100%,82%,f,t,Entire home/apt,3,1,1,1,Real Bed,75,300,82,90,9,9,10,10,9,9,t,f,strict_14_with_grace_period,f,f,0.77,0.265680752
226021,174,165,100%,87%,t,t,Entire home/apt,5,1,2,3,Real Bed,220,175,150,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,1.42,0.391748505
226334,49,166,40%,54%,f,t,Entire home/apt,2,1,0,1,Real Bed,125,365,20,94,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.61,0.390145409
226637,148,180,100%,100%,f,t,Private room,2,1,1,2,Couch,80,6,7,91,10,9,9,9,9,10,t,f,moderate,f,f,1.43,0.500092818
227715,167,167,100%,100%,f,t,Entire home/apt,3,1,1,1,Pull-out Sofa,80,355,255,92,9,9,10,10,9,9,t,f,strict_14_with_grace_period,f,f,2.4,0.341027577
227735,159,180,75%,93%,t,t,Entire home/apt,5,1,2,4,Real Bed,250,77,163,97,10,10,10,10,10,10,f,f,flexible,t,t,1.54,0.382880133
228317,166,168,100%,100%,t,t,Entire home/apt,6,1,1,2,Real Bed,135,295,89,98,10,10,10,10,9,10,t,f,strict_14_with_grace_period,f,t,0.84,0.350287947
228517,166,183,N/A,50%,f,t,Entire home/apt,2,1,1,1,Real Bed,110,329,59,90,9,9,10,10,9,9,f,f,moderate,t,t,0.57,0.336797589
228925,185,185,N/A,50%,f,t,Entire home/apt,2,1,1,2,Real Bed,100,363,63,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.4,0.323780236
228979,178,174,N/A,50%,f,t,Private room,1,1,1,1,Real Bed,130,365,57,97,10,9,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.54,0.415215449
229367,54,174,100%,99%,f,t,Private room,2,1,1,1,Real Bed,89,360,297,94,10,9,10,9,9,9,t,f,strict_14_with_grace_period,t,t,2.82,0.415120398
229668,178,178,N/A,100%,f,f,Private room,1,1,1,1,Real Bed,60,89,43,96,10,10,10,9,9,10,f,f,flexible,t,t,0.41,0.383885323
229874,133,133,N/A,N/A,f,t,Entire home/apt,2,1,0,1,Real Bed,200,0,1,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.01,0.404861111
230321,165,164,N/A,23%,f,t,Entire home/apt,3,1,1,1,Real Bed,99,90,42,96,9,8,10,10,9,9,f,f,strict_14_with_grace_period,t,t,0.42,0.416622621
230877,169,171,N/A,71%,f,t,Entire home/apt,2,1,1,1,Real Bed,125,365,115,98,10,10,10,10,9,10,f,f,strict_14_with_grace_period,t,t,1.09,0.336954175
231154,172,172,50%,84%,f,t,Private room,3,1,1,1,Real Bed,70,365,31,84,8,9,8,8,7,8,f,f,strict_14_with_grace_period,f,f,0.29,0.318471059
231194,168,168,100%,96%,f,t,Entire home/apt,5,1,2,3,Real Bed,199,354,319,92,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,3.11,0.345983241
231414,92,92,N/A,N/A,f,t,Private room,3,1,1,2,Real Bed,270,346,2,100,9,10,10,10,10,9,t,f,moderate,f,f,0.02,0.455341961
232612,181,180,100%,100%,t,t,Entire home/apt,2,1,0,1,Real Bed,110,301,333,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,3.16,0.355835728
233189,175,181,100%,100%,f,t,Entire home/apt,2,1,0,1,Real Bed,179,266,89,91,10,9,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.85,0.330452795
233348,191,190,75%,32%,f,t,Private room,1,1,1,1,Real Bed,70,365,23,92,9,8,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.22,0.318546086
233638,126,194,100%,25%,f,t,Private room,2,1,1,2,Real Bed,55,362,20,95,9,8,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.23,0.386881062
233662,161,170,N/A,86%,t,t,Private room,2,1,1,1,Real Bed,110,270,66,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.63,0.397605645
234184,164,169,100%,100%,t,t,Entire home/apt,8,2,4,4,Real Bed,325,228,101,97,10,9,10,10,10,10,t,f,moderate,f,f,0.96,0.32385974
234870,188,189,100%,13%,f,t,Private room,1,1,1,2,Real Bed,75,190,65,95,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.66,0.410486247
235552,161,149,N/A,60%,f,t,Entire home/apt,5,2,3,3,Real Bed,300,0,47,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.46,0.37983475
235651,186,174,N/A,90%,t,t,Private room,3,1,1,1,Real Bed,110,364,86,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.82,0.405838589
235951,140,151,100%,85%,f,t,Entire home/apt,2,1,1,1,Real Bed,170,281,143,94,10,9,10,10,10,9,f,f,moderate,f,t,1.36,0.330152831
235960,167,181,N/A,50%,f,t,Entire home/apt,3,1,1,1,Real Bed,200,181,101,93,9,8,10,10,10,8,f,f,flexible,f,f,0.96,0.347508895
236267,178,178,100%,87%,f,t,Entire home/apt,2,1,1,2,Real Bed,178,358,32,100,10,10,10,10,9,10,f,f,strict_14_with_grace_period,t,t,0.31,0.371413467
236671,136,168,100%,95%,t,t,Entire home/apt,1,1,1,3,Real Bed,180,232,162,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.57,0.426715002
237127,164,161,100%,48%,f,t,Entire home/apt,6,1,1,3,Real Bed,99,365,142,87,9,9,10,10,10,8,f,f,strict_14_with_grace_period,f,f,1.44,0.346582908
239055,137,138,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,300,0,2,80,8,7,10,10,10,8,f,f,moderate,f,f,0.02,0.445494048
239733,198,185,N/A,100%,f,t,Entire home/apt,1,1,1,1,Real Bed,75,363,53,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.51,0.324924154
239766,173,167,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,100,0,8,97,10,9,9,10,9,9,f,f,moderate,f,f,0.09,0.25153436
239883,52,169,100%,95%,t,t,Private room,2,1,1,1,Real Bed,85,89,133,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,1.27,0.393969284
239899,162,164,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,80,64,6,100,10,9,10,10,10,10,t,f,strict_14_with_grace_period,f,f,0.12,0.432529762
240800,142,142,N/A,92%,t,t,Private room,1,1,1,1,Real Bed,57,365,164,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,1.57,0.42103028
241140,188,186,70%,81%,t,t,Private room,4,1,2,2,Real Bed,350,358,47,97,10,10,10,10,10,10,f,f,flexible,t,t,0.45,0.424535638
241159,104,167,N/A,0%,f,t,Entire home/apt,2,1,1,1,Real Bed,110,0,8,100,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,f,0.22,0.255031566
241862,182,182,N/A,0%,f,t,Entire home/apt,2,1,0,1,Real Bed,200,208,37,97,10,9,10,10,10,9,f,f,moderate,f,f,0.35,0.439820535
242532,188,186,70%,81%,t,t,Private room,2,1.5,1,1,Real Bed,223,364,135,99,10,10,10,10,10,10,f,f,flexible,t,t,1.29,0.443687333
242585,94,126,N/A,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,175,129,17,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.16,0.247711168
242643,105,168,N/A,71%,f,t,Entire home/apt,5,1,1,1,Real Bed,137,365,32,91,10,8,9,10,10,9,f,f,strict_14_with_grace_period,f,f,0.34,0.364451398
243229,134,189,N/A,0%,f,t,Entire home/apt,2,1,1,1,Futon,280,190,5,95,10,9,10,10,8,10,f,f,strict_14_with_grace_period,f,f,0.05,0.361059524
243708,109,181,95%,99%,f,t,Entire home/apt,6,1,2,2,Real Bed,199,84,262,93,10,9,9,10,9,9,t,f,strict_14_with_grace_period,f,t,2.5,0.355072572
245430,169,164,100%,79%,t,t,Entire home/apt,5,2,2,3,Real Bed,499,348,36,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.35,0.426020496
245544,169,169,100%,94%,t,t,Private room,2,1,1,1,Real Bed,42,282,128,95,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.41,0.364424414
236806,66,176,N/A,N/A,f,t,Entire home/apt,4,1,2,2,Real Bed,160,0,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,moderate,f,f,0.88,0.37
245574,48,48,78%,89%,f,t,Entire home/apt,4,1,1,2,Real Bed,180,273,185,92,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,1.76,0.352109506
246134,178,178,N/A,0%,f,t,Private room,2,1,1,1,Real Bed,85,365,5,95,9,9,9,9,9,9,f,f,strict_14_with_grace_period,t,f,0.05,0.146752984
237210,152,155,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,241,62,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,strict_14_with_grace_period,f,f,0.88,0.37
246351,147,150,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,135,0,5,85,8,6,9,10,10,8,f,f,strict_14_with_grace_period,f,t,0.06,0.295943627
246916,157,162,100%,98%,t,t,Entire home/apt,2,1,1,1,Real Bed,79,295,73,96,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.7,0.370669675
246938,189,184,100%,100%,f,t,Entire home/apt,5,1,2,2,Futon,149,348,276,89,9,9,9,9,10,9,t,f,flexible,f,f,2.68,0.39096092
248717,174,170,67%,29%,f,t,Private room,2,1,1,1,Real Bed,65,358,14,87,9,9,9,9,10,9,f,f,strict_14_with_grace_period,t,t,0.14,0.408285179
239826,151,151,N/A,N/A,f,t,Entire home/apt,3,1,1,0,Real Bed,399,0,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,t,f,strict_14_with_grace_period,f,f,0.88,0.37
248865,147,164,100%,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,199,352,38,95,9,10,9,9,9,9,f,f,strict_14_with_grace_period,f,t,0.37,0.419142062
248871,174,188,93%,90%,f,t,Entire home/apt,8,2,4,4,Real Bed,700,344,154,91,9,9,9,10,10,9,f,f,strict_14_with_grace_period,f,f,1.47,0.394776196
249414,149,156,N/A,N/A,f,f,Entire home/apt,2,1,1,1,Real Bed,246,0,6,97,10,10,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.12,0.396051022
249618,148,162,N/A,N/A,f,t,Private room,1,1,1,1,Real Bed,125,364,4,75,8,6,10,9,7,9,f,f,strict_14_with_grace_period,t,t,0.05,0.342586806
249804,189,188,100%,93%,t,t,Entire home/apt,4,1,1,2,Real Bed,130,169,44,94,10,9,10,10,10,9,t,f,moderate,f,t,0.42,0.314367549
249867,85,85,N/A,N/A,f,t,Private room,1,1,1,1,Real Bed,100,312,7,94,9,9,10,10,8,9,f,f,flexible,t,t,0.07,0.304652864
250259,48,81,N/A,33%,f,t,Entire home/apt,2,1,1,1,Real Bed,180,363,168,99,10,10,10,10,10,8,f,f,strict_14_with_grace_period,f,f,3.21,0.47563453
250323,163,162,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,119,0,49,88,9,9,9,9,9,9,f,f,strict_14_with_grace_period,f,f,0.51,0.328818361
250536,101,156,N/A,0%,f,t,Private room,2,1,1,1,Real Bed,125,365,11,100,10,10,10,10,9,10,f,f,flexible,f,f,0.11,0.428135266
250801,146,147,100%,100%,t,t,Entire home/apt,6,1,4,4,Real Bed,850,295,127,98,10,10,10,10,10,10,t,f,moderate,t,t,1.21,0.386784874
251262,182,184,100%,100%,t,t,Private room,2,1,1,1,Real Bed,129,331,273,98,10,10,10,10,10,10,t,f,flexible,f,f,2.63,0.432629137
251277,127,170,100%,68%,t,t,Private room,1,2,1,1,Pull-out Sofa,140,364,203,99,10,10,10,10,10,10,f,f,moderate,f,f,1.95,0.35900261
252607,144,144,N/A,N/A,f,t,Entire home/apt,4,1,2,2,Real Bed,200,0,49,99,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,f,0.47,0.388396853
252865,186,180,N/A,100%,f,t,Private room,1,1,1,1,Real Bed,67,0,5,96,10,10,10,10,10,9,f,f,flexible,f,f,0.07,0.448568182
253332,38,181,100%,N/A,f,t,Entire home/apt,6,2,3,5,Real Bed,96,240,13,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,f,0.13,0.387231633
253466,52,165,100%,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,199,352,39,97,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,t,0.48,0.528692588
253471,147,164,100%,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,199,352,24,97,10,9,9,10,9,9,f,f,strict_14_with_grace_period,f,t,0.28,0.351086721
253475,148,164,100%,95%,t,t,Entire home/apt,4,1,1,0,Real Bed,199,352,69,96,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,t,0.69,0.428346235
253548,58,147,N/A,91%,f,t,Private room,4,1,1,1,Real Bed,89,364,4,95,10,10,9,10,10,10,f,f,moderate,f,f,0.06,0.314633975
253590,148,162,100%,42%,t,t,Entire home/apt,2,1,1,0,Real Bed,185,173,22,95,10,9,10,10,10,9,f,f,moderate,t,t,0.27,0.392326602
253623,148,158,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,81,0,72,91,9,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.69,0.312149378
253800,50,166,100%,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,199,352,28,94,10,9,9,10,9,9,f,f,strict_14_with_grace_period,f,t,0.27,0.423166933
253803,147,164,100%,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,199,352,25,97,9,10,10,10,9,9,f,f,strict_14_with_grace_period,f,t,0.25,0.407740749
253806,147,166,100%,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,199,352,46,96,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,t,0.45,0.400722576
253811,148,165,100%,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,199,352,44,98,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,t,0.42,0.390325075
253815,148,164,100%,95%,t,t,Entire home/apt,4,1,1,0,Real Bed,199,352,54,98,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,t,0.54,0.444690857
253828,152,167,100%,95%,t,t,Private room,4,1,1,2,Real Bed,349,146,8,100,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,t,0.08,0.463702925
250311,169,174,N/A,N/A,f,t,Private room,1,1,1,1,Real Bed,150,0,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,strict_14_with_grace_period,f,f,0.88,0.37
253839,128,168,100%,95%,t,t,Private room,4,1,1,2,Real Bed,249,146,4,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,0.04,0.390850694
253842,49,161,100%,95%,t,t,Private room,4,1,1,2,Real Bed,299,230,6,97,10,10,10,10,10,9,t,f,strict_14_with_grace_period,f,t,0.09,0.454513889
253846,59,117,100%,95%,t,t,Hotel room,2,1,1,1,Real Bed,179,146,7,97,10,10,10,10,8,10,f,f,strict_14_with_grace_period,f,t,0.07,0.44127026
250537,72,132,N/A,0%,f,t,Entire home/apt,6,2,2,2,Real Bed,400,365,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,moderate,f,f,0.88,0.37
254168,147,167,100%,95%,t,t,Private room,6,1,2,3,Real Bed,599,146,7,100,10,10,10,10,8,9,f,f,strict_14_with_grace_period,f,t,0.07,0.29296589
254409,181,177,N/A,N/A,f,t,Entire home/apt,3,1,1,1,Real Bed,110,0,2,90,9,8,10,9,10,9,f,f,moderate,f,t,0.03,0.204166667
255024,89,163,100%,73%,t,t,Entire home/apt,6,2,3,3,Real Bed,220,358,199,97,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,f,2.57,0.375809397
255476,150,144,N/A,42%,f,t,Private room,2,1,1,1,Real Bed,89,362,31,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.64,0.405293296
255601,176,176,100%,98%,f,t,Entire home/apt,5,1,2,2,Real Bed,170,325,212,90,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,2.03,0.348690976
